复旦经济,句子数量,815851,方法,mi,support,10,阈值,100
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
取得突破性,取得/突破性,13,1493,41,173.264878376
背靠,背/靠,18,92,882,180.978482697
未署名,未/署名,11,1481,16,378.728941594
供需匹配,供需/匹配,10,168,52,933.895375458
纷繁复杂,纷繁/复杂,16,22,632,938.838895282
句话,句/话,86,163,239,1801.04181533
高额利润,高额/利润,29,80,1804,163.939017461
独立核算,独立/核算,109,998,547,162.899398431
成套设备,成套/设备,19,28,1181,468.76645095
税收减免,税收/减免,18,1517,96,100.838538233
人均年收入,人均/年收入,17,1299,43,248.303113307
排挤效应,排挤/效应,25,56,1677,217.184971037
肥谐,肥/谐,18,68,832,259.567979355
篇题为,篇/题为,15,312,30,1307.45352564
损失惨重,损失/惨重,10,665,16,766.777255639
致力于,致力/于,139,153,7163,103.475913349
公顷桑园,公顷/桑园,14,81,55,2563.84152637
墓餐,墓/餐,10,453,63,285.872315078
法人财产权,法人/财产权,29,383,82,753.349009743
激进式,激进/式,25,145,985,142.806056363
成正比,成/正比,36,1351,37,587.565487027
领导人员任期,领导人员/任期,14,56,40,5099.06875
创记录,创/记录,13,270,168,233.819731041
1999年度,1999/年度,27,453,476,102.157312594
TY厂,TY/厂,44,46,629,1240.66648234
空心化,空心/化,16,16,2496,326.86338141
门类齐全,门类/齐全,11,41,49,4467.07864609
水产养殖,水产/养殖,12,39,111,2261.54123354
劳资伦理,劳资/伦理,12,93,555,189.677651845
英文标题,英文/标题,93,217,1545,226.310957004
折股,折/股,10,80,828,123.165911836
相机抉择,相机/抉择,52,66,117,5493.94612795
苯油,苯/油,13,111,65,1470.0018018
即便如此,即便/如此,14,85,786,170.961143541
信用担保,信用/担保,20,591,261,105.782263972
天毛,天/毛,11,364,70,352.211970173
排除条款,排除/条款,13,265,186,215.176770136
经济学说史,经济学说/史,12,62,1053,149.958827314
人均GNP,人均/GNP,85,1299,244,218.791677709
显露出来,显露/出来,10,49,889,187.289318427
出口创汇,出口/创汇,86,4886,132,108.788229202
生物医药,生物/医药,14,268,101,421.971109798
自我毁灭,自我/毁灭,11,546,29,566.777883037
产能过剩,产能/过剩,15,23,1435,370.785184063
希望寄托,希望/寄托,11,443,25,810.326049661
收付,收/付,14,519,99,222.298398241
后备基金,后备/基金,11,27,1206,275.608408574
合规,合/规,12,228,110,390.359330144
隐性失业,隐性/失业,20,76,1480,145.065967283
临夏州,临夏/州,12,17,158,3644.90394639
终身雇佣,终身/雇佣,10,58,140,1004.74261084
频墓,频/墓,11,155,453,127.812589902
叩闹,叩/闹,12,156,366,171.469314838
失范,失/范,16,115,74,1533.91492362
国营农场,国营/农场,12,249,208,189.029425394
云南财贸,云南/财贸,10,121,77,875.658473758
单凭,单/凭,12,213,204,225.310963822
中坚力量,中坚/力量,12,20,1432,341.837011173
财会通讯,财会/通讯,10,53,483,318.70424626
叫政治课,叫/政治课,10,128,20,3186.91796875
偿还债务,偿还/债务,17,129,756,142.21593659
系副教授,系/副教授,24,560,107,326.776101469
业余时间,业余/时间,10,17,2115,226.90891392
1891年拱北,1891年/拱北,10,12,64,10623.0598958
深圳市委,深圳/市委,38,1371,106,213.329603787
观光旅游,观光/旅游,13,49,1210,178.884516782
关键所在,关键/所在,44,1379,257,101.289898788
霸主地位,霸主/地位,23,36,3146,165.682815921
耗散,耗/散,19,60,85,3039.44490196
当代亚太,当代/亚太,13,559,42,451.744739756
生产能力利用率,生产能力/利用率,41,488,127,539.723296115
归国家所有,归/国家所有,10,189,22,1962.12361712
单靠,单/靠,39,213,882,169.366404778
男幸,男/幸,10,407,160,125.284244472
囊恍,囊/恍,16,243,141,380.982867817
非对称性,非/对称性,14,2001,56,101.930409795
消灭阶级,消灭/阶级,11,230,323,120.801736438
至今,至/今,93,1812,167,250.737409287
免征关税,免征/关税,15,42,740,393.750482625
麻省理工学院,麻省/理工学院,11,13,12,57527.9551282
恩格斯设想,恩格斯/设想,15,485,223,113.15024733
５谌,５/谌,25,265,164,469.311435803
段时间,段/时间,193,628,2115,118.549067925
加州大学,加州/大学,13,18,1403,419.975568227
物质变换,物质/变换,16,1356,64,150.415007375
祖国内地,祖国/内地,33,276,923,105.685159452
长江三角洲,长江/三角洲,39,272,188,622.22678739
石油石化,石油/石化,13,501,82,258.16812716
轻型化,轻型/化,15,38,2496,129.025018978
水下考古,水下/考古,11,31,99,2924.19713262
目赡,目/赡,10,156,188,278.1816012
跳票,跳/票,21,81,162,1305.66003658
代征,代/征,11,358,151,166.01355951
叩墓,叩/墓,13,156,453,150.082965416
粮食自给,粮食/自给,16,866,62,243.120315876
标准普尔,标准/普尔,11,1446,32,193.947981501
拉迪,拉/迪,10,345,155,152.566806919
公司制改造,公司制/改造,16,107,1158,105.350959598
集粹法,集粹/法,24,26,1585,475.137685028
自由兑换,自由/兑换,46,1654,167,135.867850756
⑵笠,⑵/笠,23,58,945,342.356741471
职业道德规范,职业道德/规范,10,35,1490,156.443144775
寡头垄断,寡头/垄断,11,68,1274,103.591755933
城乡隔绝,城乡/隔绝,10,1203,30,226.060127459
嚼丛,嚼/丛,25,56,136,2678.08232668
大学法学院,大学/法学院,14,1403,21,387.669755286
1.5倍,1.5/倍,15,67,1178,155.053657857
成人教育,成人/教育,17,25,2166,256.130507849
管辖范围,管辖/范围,19,41,2129,177.584449358
值得深思,值得/深思,12,483,45,450.435334714
第26页,第26/页,12,27,3492,103.837469772
闹魈,闹/魈,22,366,107,458.319850876
消极后果,消极/后果,13,262,355,114.031426728
慕鹑,慕/鹑,25,233,367,238.522236905
生物工程,生物/工程,55,268,744,225.043156195
矫娴,矫/娴,57,295,183,861.415337594
第52页,第52/页,13,15,3492,202.483066056
闹苯,闹/苯,10,366,111,200.819918279
政法系,政法/系,10,23,560,633.424689441
工贸公司,工贸/公司,21,31,4955,111.538498096
十八世纪,十八/世纪,12,20,3220,152.021925466
会计差错,会计/差错,13,3211,20,165.152024291
本文试图,本文/试图,40,982,301,110.406046376
正反两,正反/两,24,27,6026,120.345318435
建制镇,建制/镇,21,45,184,2069.18731884
闹圃,闹/圃,13,366,68,426.151679524
税费负担,税费/负担,12,81,713,169.518674355
慕嵌,慕/嵌,26,233,132,689.690661985
注意力放,注意力/放,14,69,516,320.804235479
闹匾,闹/匾,59,366,217,606.068960741
7月1日,7月/1日,36,322,153,596.164413592
敕⒄,敕/⒄,24,87,852,264.157681723
前面提到,前面/提到,15,190,147,438.158431794
百万台,百万/台,12,59,540,307.288512241
高度集权,高度/集权,25,1026,104,191.148176263
清乾隆,清/乾隆,10,334,30,814.22255489
塑料厂,塑料/厂,16,80,629,259.412082671
广告宣传,广告/宣传,26,146,293,495.865304596
硬道理,硬/道理,25,237,147,585.443755561
罗斯福新政,罗斯福/新政,11,29,38,8143.70326679
供需差额,供需/差额,20,168,140,693.75085034
敕枪,敕/枪,11,87,185,557.586890339
化学纤维制造业,化学纤维/制造业,13,16,1266,523.601056477
内容提要,内容/提要,500,2163,502,375.682199542
打下坚实,打下/坚实,10,73,121,923.639759991
拉氏,拉/氏,17,345,120,335.011280193
斯比特,斯/比特,10,320,18,1416.40798611
90％以上,90％/以上,40,143,1974,115.607938161
攸关,攸/关,16,16,321,2541.59190031
办学模式,办学/模式,17,47,2227,132.507877213
宗教信仰,宗教/信仰,11,128,56,1252.00348772
主观能动性,主观/能动性,16,244,31,1725.75568482
经常性支出,经常性/支出,21,83,1564,131.982181925
客观必然性,客观/必然性,38,1195,137,189.367730507
康德拉捷夫长波,康德拉捷夫/长波,10,12,87,7814.66475096
母财,母/财,12,577,145,117.016817068
短时期内,短时期/内,36,39,3846,195.812072483
暹罗,暹/罗,10,11,129,5749.47850599
抗战时期,抗战/时期,14,35,3034,107.561107449
第2卷,第2/卷,75,331,1081,171.008786762
回归方程,回归/方程,38,409,211,359.243305253
江西财经,江西/财经,10,57,339,422.21756456
抽走,抽/走,11,55,1410,115.723546099
赖陆,赖/陆,17,158,157,559.117431267
无力购买,无力/购买,10,127,631,101.80703046
谥泄,谥/泄,22,118,401,379.321230821
发文量,发文/量,24,36,1253,434.078744347
带料,带/料,12,275,79,450.642669735
理由相信,理由/相信,11,251,158,226.293837309
难以奏效,难以/奏效,15,1513,42,192.58120102
之和等于,之和/等于,15,120,477,213.797431866
副行长,副/行长,14,324,54,652.83001829
支高素质,支/高素质,10,148,30,1837.50225225
收缩战线,收缩/战线,23,287,94,695.550930388
少数民族聚居,少数民族/聚居,11,242,13,2852.62587413
大致相同,大致/相同,17,252,525,104.833461829
且恢,且/恢,28,869,217,121.140502617
紧密相连,紧密/相连,16,426,41,747.372953166
紧密相联,紧密/相联,18,426,36,957.571596244
LM曲线,LM/曲线,55,91,693,711.539333682
叫剥削,叫/剥削,10,128,222,287.109726914
战时共产主义,战时/共产主义,16,44,164,1808.98226164
天津300071,天津/300071,10,251,11,2954.91126403
证伪,证/伪,17,135,87,1180.88267348
谐√,谐/√,21,832,25,823.695721154
谐∈,谐/∈,25,832,37,662.560908264
谐∪,谐/∪,10,832,62,158.159700682
谐∫,谐/∫,14,832,25,549.130480769
谐≈,谐/≈,34,832,45,740.890331197
谐≡,谐/≡,14,832,97,141.528474425
谐⌒,谐/⌒,19,832,30,621.040424679
迷诵,迷/诵,21,164,127,822.588390628
年薪制,年薪/制,26,48,1241,356.099348644
经过多年,经过/多年,27,1000,134,164.38788806
民族自治地方,民族自治/地方,24,30,2064,316.221317829
吃掉,吃/掉,14,265,216,199.544269741
初次分配,初次/分配,24,47,2759,150.998465371
庖坏,庖/坏,16,151,398,217.205497687
犯错误,犯/错误,12,61,373,430.282248495
似笠,似/笠,13,75,945,149.644627866
依法治国,依法/治国,14,268,39,1092.79697666
牛津大学,牛津/大学,18,23,1403,455.090582293
谡庵智,谡/庵智,10,114,12,5963.82309942
Ｆ笠,Ｆ/笠,25,90,945,239.81510876
抗芾,抗/芾,10,75,190,572.527017544
微波化,微波/化,11,12,2496,299.624766293
普通机械,普通/机械,15,193,594,106.747657926
原文出处,原文/出处,1345,1354,1356,597.660812168
产学研联合,产学研/联合,18,50,695,422.599079137
与会代表,与会/代表,10,36,1203,188.383439549
民科,民/科,17,418,198,167.578500314
目前为止,目前/为止,83,4229,155,103.304575931
睦砺,睦/砺,21,194,125,706.51014433
睦投,睦/投,43,194,415,435.742056887
历史遗留,历史/遗留,29,2972,61,130.505918629
考察一下,考察/一下,11,655,122,112.305856589
拉美经委会,拉美/经委会,19,507,19,1609.17357002
副总理,副/总理,26,324,122,536.63544829
抽象掉,抽象/掉,16,273,216,221.367792701
正如前面,正如/前面,10,332,190,129.335922638
半边陲,半/边陲,16,520,45,557.846837607
世纪上半叶,世纪/上半叶,16,3220,18,225.217667357
以下简称,以下/简称,46,1452,92,280.940426997
释放出来,释放/出来,27,116,889,213.606696792
⒖蒲,⒖/蒲,10,40,104,1961.18028846
＠⑤,＠/⑤,11,335,87,307.921118545
门学科,门/学科,42,301,614,185.406635861
ISO14000认证,ISO14000/认证,10,30,70,3885.0047619
第61页,第61/页,11,12,3492,214.164781405
得出结论,得出/结论,48,350,754,148.392754831
巴达维亚城日记,巴达维亚城/日记,13,13,20,40792.55
依然强劲,依然/强劲,10,346,198,119.088427629
切身利益,切身/利益,10,19,4091,104.960954084
产权明晰,产权/明晰,51,2450,138,123.065368234
灾泄,灾/泄,13,157,401,168.465190527
Ｈ欢,Ｈ/欢,13,166,223,286.510967637
蠖嗍,蠖/嗍,14,46,52,4775.04765886
运距,运/距,13,190,53,1053.23366435
权利义务,权利/义务,28,651,302,116.193263548
杖氩,杖/氩,12,182,49,1097.8035434
杖氲,杖/氲,19,182,70,1216.7322606
Ｈ绻,Ｈ/绻,38,166,147,1270.48348496
长崎华,长崎/华,10,46,380,466.733981693
商务印书馆,商务/印书馆,160,1000,160,815.851
际酰,际/酰,10,389,39,537.770087667
基层干部,基层/干部,20,235,421,164.926669025
第37页,第37/页,12,16,3492,175.225730241
私营企业主,私营/企业主,48,1362,73,393.869289723
际跎,际/跎,13,389,64,426.014741324
际跞,际/跞,13,389,16,1704.0589653
窍缇,窍/缇,10,80,20,5099.06875
际踅,际/踅,15,389,26,1209.98269725
Ｈ嗣,Ｈ/嗣,10,166,116,423.686643124
秩序混乱,秩序/混乱,25,819,243,102.485089213
旅游娱乐业,旅游/娱乐业,14,1210,36,262.211065197
加速折旧,加速/折旧,16,767,84,202.607810269
敢苟同,敢/苟同,10,164,14,3553.35801394
营造良好,营造/良好,19,106,882,165.802090018
所有者权益,所有者/权益,41,571,366,160.058046951
囊恢,囊/恢,11,243,217,170.191367507
二战结束,二战/结束,14,165,399,173.493035619
500亿美元,500亿/美元,22,35,3855,133.027400408
块块,块/块,12,197,197,252.266536113
五四运动,五四/运动,10,52,686,228.709071541
谨慎动机,谨慎/动机,11,177,288,176.050710138
西海岸,西/海岸,14,200,20,2855.4785
第24页,第24/页,11,20,3492,128.498868843
对内对外,对内/对外,11,26,964,358.057812001
条腿,条/腿,11,1115,56,143.727754644
复杂多变,复杂/多变,15,632,48,403.407337816
沪深,沪/深,33,156,532,324.405762001
油蹲,油/蹲,10,65,248,506.111042184
出口退税率,出口/退税率,45,4886,52,144.499570988
电子邮件,电子/邮件,15,1721,22,323.220247214
华尔街日报,华尔街/日报,13,31,166,2061.03050913
不可侵犯,不可/侵犯,11,690,72,180.643337359
尚待,尚/待,26,628,144,234.564379866
摹６,摹/６,12,301,128,254.106416113
摹５,摹/５,11,301,265,112.510010656
摹Ｎ,摹/Ｎ,10,301,145,186.92885783
见效快,见效/快,20,47,1443,240.58949293
东南亚诸国,东南亚/诸国,10,722,34,332.34927489
楔入,楔/入,66,66,480,1699.68958333
钡墓,钡/墓,15,181,453,149.253777762
理性党派,理性/党派,14,699,65,251.390205788
男形,男/形,23,407,275,167.653098057
订立合同,订立/合同,12,50,531,368.746214689
赂谥,赂/谥,10,49,118,1411.01867866
保费收入,保费/收入,45,55,6072,109.933210564
违法违纪,违法/违纪,10,100,29,2813.27931034
邮电通讯,邮电/通讯,21,89,483,398.559355154
经互,经/互,16,455,145,197.857006442
干部考核,干部/考核,10,421,186,104.187546293
男灾,男/灾,11,407,157,140.446032019
上级主管,上级/主管,16,108,233,518.741694484
西雅图会议,西雅图/会议,25,42,670,724.814321251
坚决反对,坚决/反对,18,154,360,264.886688312
男枰,男/枰,20,407,152,263.756304151
过去那种,过去/那种,33,1408,163,117.30986388
持卡,持/卡,11,432,71,292.591321075
律师事务所,律师/事务所,13,32,51,6498.81311275
男问,男/问,15,407,202,148.852567689
览涤,览/涤,11,61,117,1257.44164215
怠钡,怠/钡,10,205,181,219.876296995
陈郁,陈/郁,10,141,14,4132.98378926
持币,持/币,23,432,176,246.798361216
超越国界,超越/国界,21,293,152,384.69712143
东中西,东/中西,10,441,30,616.667422525
温氏集团,温氏/集团,17,17,1484,549.764824798
学术月刊,学术/月刊,16,439,48,619.476841306
吃皇粮,吃/皇粮,12,265,13,2841.86124819
该账户,该/账户,20,1534,96,110.801146241
违法违规,违法/违规,10,100,50,1631.702
妥善处理,妥善/处理,14,40,932,306.381813305
卷上册,卷/上册,11,1081,16,518.8691605
稀缺自然资源,稀缺/自然资源,10,241,265,127.746183356
＠③,＠/③,15,335,194,188.302277273
＠④,＠/④,21,335,129,396.456577577
被评为,被/评为,11,3495,17,151.045375747
溢价,溢/价,16,103,235,539.294195414
施政报告,施政/报告,13,19,1333,418.765072847
ｎ＠①,ｎ＠/①,13,29,523,699.285488231
购买欲望,购买/欲望,12,631,118,131.486368154
南方谈话,南方/谈话,13,261,57,712.916784298
一手抓,一手/抓,13,34,248,1257.83479602
辖玻,辖/玻,10,80,43,2371.65988372
租金耗费,租金/耗费,14,122,116,807.088326738
示范效应,示范/效应,35,185,1525,101.213238813
外生性,外/生性,10,1813,24,187.500229822
九届人大,九届/人大,24,31,77,8202.94260578
市盈率,市/盈率,43,749,43,1089.25367156
初露端倪,初/露端倪,13,1127,15,627.392073351
电话营销,电话/营销,11,156,572,100.573348126
渗透力,渗透/力,10,175,322,144.782786158
分灶吃饭,分/灶吃饭,12,899,12,907.50945495
退出来,退/出来,28,327,658,106.168390917
最高记录,最高/记录,11,558,144,111.688084926
每盒蚕种,每盒/蚕种,12,12,36,22662.5277778
ｏ＠①望,ｏ＠①/望,18,39,58,6492.18302387
国债依存度,国债/依存度,13,558,146,130.186858644
ｏ＠①原,ｏ＠①/原,21,39,1868,235.173653434
会计司法鉴定,会计/司法鉴定,44,2804,50,256.044536377
简单再生产,简单/再生产,13,725,93,157.301638858
300亿美元,300亿/美元,16,35,3639,102.489820594
姆段,姆/段,14,165,397,174.36705595
木材加工及,木材加工/及,11,15,4764,125.58579625
行政机关,行政/机关,59,1581,268,113.604673502
粤西南经济圈,粤/西南经济圈,10,92,10,8867.94565217
常住人口,常住/人口,10,13,2554,245.723450395
澳葡当局,澳葡/当局,21,90,362,525.870810313
菲利普斯曲线,菲利普/斯曲线,16,18,16,45325.0555556
第1版,第1/版,46,279,1318,102.058473521
合同条款,合同/条款,10,481,162,104.700983034
东北财经大学,东北财经/大学,19,24,896,720.850492932
相差甚远,相差甚/远,25,28,570,1277.96209273
全国各族人民,全国各族/人民,10,10,1385,589.062093863
⒄购,⒄/购,10,142,164,350.331071797
西北区,西北/区,13,98,984,109.984890908
多种所有制并存,多种所有制/并存,31,250,430,235.268660465
城乡购买力动态平衡,城乡/购买力动态平衡,22,1193,24,626.87629226
重置,重/置,13,856,112,110.627326018
大幅下跌,大幅/下跌,13,285,336,110.756714703
中间阶层,中间/阶层,14,279,297,137.840942278
销项税额,销/项税额,13,112,14,6764.07079082
岷掀鹄,岷掀/鹄,12,14,43,16262.8106312
俄罗斯远东,俄罗斯/远东,18,1163,96,131.532297936
经理阶层,经理/阶层,12,277,297,119.002443205
十分艰巨,十分/艰巨,12,1333,69,106.441958316
绞降,绞/降,15,116,784,134.563742523
浙江社会科学,浙江/社会科学,10,193,375,112.72552677
西安交通大学,西安交通/大学,14,17,896,749.863051471
求真原则,求真/原则,12,17,1929,298.545787211
马克思主义经典作家,马克思主义/经典作家,31,950,45,591.611251462
原始凭证,原始/凭证,16,203,78,824.404193508
租佃制,租佃/制,12,45,920,236.478550725
⒄沟墓,⒄沟/墓,11,116,388,199.394796481
收益递增,收益/递增,52,1685,246,102.34795783
严峻挑战,严峻/挑战,40,303,1024,105.17881085
宋代江南亩产量,宋代江南/亩产量,11,67,103,1300.4435589
1999年11月15日,1999年/11月15日,10,2063,14,282.477321515
个体工商业,个体/工商业,12,611,143,112.050770833
西南财经大学,西南财经/大学,21,21,896,910.547991071
法定存款准备金,法定/存款准备金,10,91,46,1948.99904443
主辅结合,主辅/结合,13,22,1943,248.118256679
无从谈起,无从谈/起,19,19,2925,278.923418803
短短几,短短/几,11,40,1984,113.084185988
边际效用递减规律,边际效用/递减规律,10,62,43,3060.20630158
手持,手/持,11,331,264,102.700276939
中央编译出版社,中央/编译出版社,15,1618,15,504.234239802
十五届四中全会精神,十五届/四中全会精神,14,16,16,44616.8515625
毛泽东同志,毛泽东/同志,15,238,166,309.754100435
第8位,第8/位,11,90,995,100.216203238
Ｊ降,Ｊ/降,10,82,784,126.905643355
研究所副所长,研究所/副所长,10,393,15,1383.971162
荷兰殖民者,荷兰殖民/者,12,14,2239,312.32731449
不尽合理,不尽/合理,21,38,2037,221.337764514
衍生品,衍生/品,10,187,352,123.944306028
Ｎ颐侨衔,Ｎ颐/侨衔,11,31,19,15236.6061121
化学原料及,化学原料/及,16,18,4764,152.225207575
福特汽车公司,福特汽车/公司,10,10,4913,166.059637696
金属制品业,金属/制品业,11,85,81,1303.46564996
吉林人民出版社,吉林/人民出版社,13,60,649,272.369363123
欧亚,欧/亚,16,243,141,380.982867817
据联合国贸发,据/联合国贸发,10,1657,22,223.802874856
外汇调剂中心,外汇调剂/中心,10,18,2406,188.383439549
开征利息税,开征利息/税,12,12,802,1017.27057357
上海译文出版社,上海/译文出版社,20,1384,20,589.487716763
梅⒄怪,梅/⒄怪,11,167,76,707.088008194
梅⒄拐,梅/⒄拐,14,167,23,2973.68237438
差序格局,差序/格局,25,27,1006,750.912119873
跨世纪,跨/世纪,140,507,1914,117.703395926
有机组成部分,有机/组成部分,23,249,516,146.045990162
中国共产党领导,中国共产党/领导,15,160,740,103.359501689
港台,港/台,26,309,442,155.311441081
德布鲁,德/布鲁,14,268,14,3044.22014925
温和型,温和/型,12,49,1667,119.856175704
试论,试/论,58,265,1587,112.516455636
波位,波/位,22,148,995,121.884571506
熨平波动,熨平/波动,10,20,1142,357.202714536
日元贬值,日元/贬值,20,351,407,114.219254219
多种纤维协定,多种纤维/协定,15,16,290,2637.44935345
相关系数,相关/系数,47,1225,302,103.649133667
占据统治地位,占据统治/地位,12,12,3101,263.092873267
田制,田/制,23,178,920,114.585814607
民德,民/德,16,401,268,121.465143112
登记失业率,登记/失业率,16,180,685,105.868742903
恰亚诺夫,恰亚/诺夫,29,29,31,26317.7741935
时臼谐,时/臼谐,44,4421,45,180.439035914
导弹防御系统,导弹防御/系统,10,11,2461,301.374533634
分工协作,分工/协作,46,1103,328,103.733570307
琼斯股票指数,琼斯股票/指数,10,11,700,1059.54675325
80年代中期,80年代/中期,162,1187,457,243.645809176
两张皮,两/张皮,11,6002,11,135.929856714
1000亿美元,1000亿/美元,24,39,3639,137.967066185
80年代后期,80年代/后期,52,1187,272,131.399759651
二战以后,二战/以后,17,53,1563,167.426779657
草制品业,草制品/业,10,13,1021,614.669630076
B股,B/股,20,294,468,118.589888947
即将加入WTO,即将/加入WTO,16,155,425,198.157358634
行动时滞,行动/时滞,11,418,139,154.458727755
反杜林论,反杜林/论,13,13,1587,514.083805923
寄希望于,寄希望/于,21,21,6935,117.642537851
卢布汇率,卢布/汇率,10,93,824,106.463487838
外生变量,外/生变量,52,1813,107,218.691856839
能源消耗,能源/消耗,19,575,247,109.143946488
咝录际,咝录/际,21,25,272,2519.53985294
进料加工,进料/加工,26,28,1260,601.250736961
人民民主专政,人民/民主专政,11,1385,11,589.062093863
末端污染控制,末端污染/控制,27,27,2339,348.803334758
化工原料,化工/原料,10,175,367,127.030128455
再创辉煌,再/创辉煌,11,2403,11,339.513524761
沿海省份,沿海/省份,14,534,129,165.808930697
秦东商业,秦东/商业,16,23,1990,285.20026218
煞葜破笠,煞葜/破笠,11,26,19,18166.7226721
关贸总协定,关贸/总协定,54,55,85,9423.73347594
本世纪60年代,本世纪/60年代,20,198,348,236.808022756
物博,物/博,14,372,91,337.407361456
利税额,利税/额,19,253,514,119.201250365
第4期,第4/期,147,210,3865,147.760853816
笠盗斓,笠盗/斓,11,12,79,9466.62552743
90年代中期,90年代/中期,108,1355,457,142.291550058
见注释,见/注释,17,743,36,518.523515777
英美,英/美,27,226,868,112.291387994
委派财务总监,委派/财务总监,15,125,77,1271.4561039
中共中央党校出版社,中共中央党校/出版社,17,26,1169,456.322530763
官营手工业,官营/手工业,13,45,116,2031.81283525
股东权益,股东/权益,14,330,229,151.143496096
80年代中后期,80/年代中后期,34,101,44,6241.88433843
买东西,买/东西,17,318,428,101.903448833
均等化,均等/化,12,38,2443,105.459336019
拨改贷,拨/改贷,22,50,22,16317.02
同志们,同志/们,17,166,525,159.144773379
决定性年代,决定性/年代,20,256,506,125.965137105
无法收回,无法/收回,11,1151,77,101.259898225
达不到,达/不到,16,2200,25,237.338472727
高等专科学校学报,高等专科学校/学报,10,15,135,4028.89382716
采用书面形式,采用书面/形式,10,10,3120,261.490705128
ｎｇ＠①基总理,ｎｇ＠①/基总理,13,62,17,10062.6783681
记帐凭证,记/帐凭证,12,105,13,7172.31648352
男畔ⅲ,男/畔ⅲ,13,312,21,1618.75198413
部右加,部右/加,14,22,448,1158.87926136
俄林,俄/林,14,619,177,104.249737594
云南人民出版社,云南/人民出版社,10,101,649,124.464293887
帕氏指数,帕氏/指数,10,15,700,777.000952381
大泽正昭,大泽正/昭,12,12,19,42939.5263158
课题组成员,课题组/成员,10,127,589,109.066614975
纳什均衡,纳什/均衡,42,56,1928,317.369424274
及竹藤,及/竹藤,11,4764,13,144.90668798
粤港澳,粤港/澳,17,29,286,1672.22896069
员工持股,员工/持股,17,384,122,296.0524889
桑园生产力,桑园/生产力,12,20,2800,174.825214286
绩差公司,绩差/公司,21,32,4913,108.976637238
第12期,第12/期,46,77,3865,126.103882663
煤献鞯,煤/献鞯,10,126,21,3083.33711262
认真总结,认真/总结,15,273,448,100.060218799
对外依赖性,对外/依赖性,13,838,124,102.067740011
侯外庐,侯/外庐,13,26,13,31378.8846154
鞋类设计,鞋类/设计,14,45,591,429.475991728
恋亓髯,恋亓/髯,13,13,42,19425.0238095
泰益号,泰益/号,19,19,7004,116.483580811
人均生活费收入,人均生活费/收入,16,16,6027,135.366019579
软预算约束,软预算/约束,27,33,1359,491.180614088
诺贝尔经济学奖获得者,诺贝尔经济学/奖获得者,36,98,38,7886.85177229
就业岗位,就业/岗位,74,2978,202,100.361352892
姆⒄埂,姆⒄/埂,12,111,78,1130.77061677
进镇,进/镇,10,550,128,115.887926136
河南财经学院,河南/财经学院,10,102,31,2580.17394054
吃穿用,吃穿/用,10,15,3231,168.338182193
人均居住面积,人均/居住面积,12,1018,12,801.425343811
垂直型,垂直/型,14,68,1667,100.761441829
边际效用论,边际效用/论,18,62,1587,149.250137203
北美自由贸易区,北美/自由贸易区,53,169,168,1522.96784305
经国务院批准,经/国务院批准,11,439,18,1135.70754239
菲利浦斯曲线,菲利浦斯/曲线,27,27,478,1706.80125523
食货志,食/货志,22,132,22,6180.68939394
民主法制,民主/法制,13,343,300,103.071554908
利大于弊,利/大于弊,17,612,17,1333.08986928
地中海沿岸各国,地中海/沿岸各国,12,36,26,10459.6282051
货物周转总量,货物周转/总量,10,12,1222,556.3632024
８母锟,８母/锟,12,20,16,30594.4125
香港创业板,香港/创业板,18,1800,52,156.894423077
统计年鉴1997,统计年鉴/1997,18,275,523,102.105461498
复印期号,复印期/号,1355,1355,7004,116.483580811
浞址⒒,浞址/⒒,12,16,84,7284.38392857
率瞪,率/瞪,14,1302,76,115.428834182
财经大学学报,财经大学/学报,15,103,135,880.098166127
笠蹈母,笠/蹈母,20,272,25,2399.56176471
盈余公积,盈余/公积,22,204,24,3665.99714052
稽察特派员,稽/察特派员,26,30,26,27195.0333333
第一产业第二产业第三产业,第一产业第二产业/第三产业,11,11,666,1225.0015015
中央票券,中央/票券,13,1618,52,126.058559951
费改税,费改/税,28,30,802,949.452535328
居于支配地位,居于支配/地位,10,12,3101,219.244061056
美洲自由贸易区,美洲/自由贸易区,28,117,168,1162.18091168
九十年代初,九十年代/初,14,96,1127,105.570781573
上海人民出版社,上海/人民出版社,121,1384,649,109.904489566
固定资产投资额,固定资产/投资额,16,592,219,100.685054918
第5卷,第5/卷,17,161,605,142.389682255
剩余劳力,剩余/劳力,12,236,196,211.652801799
第5期,第5/期,96,161,3865,125.865501033
消费品零售总额,消费品/零售总额,63,546,85,1107.49004525
荒区所在地,荒/区所在地,17,187,17,4362.83957219
复旦大学出版社,复旦大学/出版社,17,39,1169,304.215020508
陈＠①,陈/＠①,10,131,148,420.802042501
80年代后半期,80年代/后半期,14,1187,39,246.730909641
边干边学,边干/边学,17,17,17,47991.2352941
呆坏帐,呆/坏帐,13,25,95,4465.71073684
商品零售额,商品/零售额,16,4046,26,124.088520476
笠捣⒄,笠/捣⒄,13,272,45,866.508415033
移动通讯,移动/通讯,10,165,452,109.392732636
热衷于,热衷/于,33,38,6935,102.163256555
诱致性,诱致/性,30,40,4423,138.342358128
邓小平南巡讲话,邓小平南巡/讲话,20,28,142,4103.87826962
70年代后期,70年代/后期,20,506,272,118.555423157
锰逯频,锰/逯频,11,71,25,5055.97802817
