复旦经济,句子数量,815851,方法,mi,support,10,阈值,200
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
棕草制品,棕/草制品,12,14,13,53792.3736264
十四届三中全会,十四/届三中全会,28,84,264,1030.11489899
塑料制品业,塑料/制品业,18,59,81,3072.88512241
捣⒄沟,捣⒄/沟,10,45,192,944.271990741
行∑笠,行∑/笠,16,27,522,926.182489002
观光旅游,观光/旅游,13,49,1049,206.339623743
先富起来,先富/起来,48,73,1818,295.076992631
橡胶制品业,橡胶制品/业,11,17,1123,470.083337698
九届全国人大,九/届全国人大,13,121,26,3371.28512397
恩格斯设想,恩格斯/设想,15,204,223,269.009166447
祖国内地,祖国/内地,33,95,923,307.043200091
杖敕峙,杖/敕峙,17,140,26,3810.29313187
冉嫌攀,冉嫌/攀,11,11,125,6526.808
十八世纪,十八/世纪,12,20,2154,227.256545961
奈侍狻,奈侍/狻,20,65,64,3922.36057692
债转股,债转/股,129,129,609,1339.65681445
消费品零售总额,消费品零售/总额,63,71,1132,639.508945902
马六甲海峡,马/六甲海峡,10,182,10,4482.6978022
第2卷,第2/卷,75,331,717,257.824963026
米诺骨牌,米/诺骨牌,10,175,10,4662.00571429
编辑出版,编辑/出版,11,59,408,372.813268528
第350页按语,第350页/按语,10,10,55,14833.6545455
谐≡,谐/≡,13,616,81,212.563391855
吃掉,吃/掉,14,224,187,272.677473262
哥达纲领批判,哥达纲领/批判,10,10,266,3067.10902256
马克思恩格斯选集,马克思/恩格斯选集,96,1865,97,432.943788176
乌拉圭回合谈判,乌拉圭/回合谈判,10,17,11,43628.3957219
民科,民/科,17,418,147,225.717980015
比上年同期,比上年/同期,89,410,426,415.726205199
长青水果场,长青/水果场,11,24,11,33993.7916667
拱北口华洋,拱北口/华洋,11,11,15,54390.0666667
救亡决论,救亡决/论,18,18,1620,503.611728395
准公共物品,准/公共物品,11,252,146,243.921531855
所有者权益,所有者/权益,41,571,270,216.967574755
囊恢,囊/恢,11,187,206,232.967161622
二战结束,二战/结束,14,165,324,213.653460531
联邦储备委员会,联邦储备/委员会,12,27,432,839.352880658
不可侵犯,不可/侵犯,11,457,72,272.743769754
剩余索取权,剩余索取/权,11,12,894,836.536260254
经互,经/互,16,455,129,222.397410342
中共十一届三中全会,中共十一/届三中全会,10,10,264,3090.34469697
阿莱西纳,阿莱西/纳,18,18,322,2533.69875776
熊彼特,熊/彼特,38,47,39,16913.441353
＠③,＠/③,14,92,194,639.954840879
Ｓ嗬投,Ｓ嗬/投,13,13,345,2364.78550725
蹲实,蹲/实,10,148,260,212.019490644
岗位责任制,岗位/责任制,10,212,179,214.991830927
抵减,抵/减,14,145,336,234.439942529
1996年12月14—15日,1996年/12月14—15日,10,1607,10,507.685749844
离退休职工,离退休/职工,10,24,1228,276.822407709
税务机关,税务/机关,14,173,282,234.122781126
斯蒂格利茨,斯/蒂格利茨,14,167,14,4885.33532934
Ｊ崭迦掌冢,Ｊ崭迦掌/冢,12,12,101,8077.73267327
变价计算,变价/计算,10,34,1174,204.391973144
不可分割,不可/分割,27,371,252,235.613496342
字库未存字注释,字库未存字/注释,86,88,120,6644.24109848
东移,东/移,11,302,134,221.764381734
缪尔达尔,缪尔达/尔,27,27,165,4944.55151515
亚洲青年知识型劳力,亚洲/青年知识型劳力,16,1708,24,318.443013271
立信会计出版社,立信会计/出版社,10,10,1860,438.629569892
第二次世界大战结束,第二/次世界大战结束,23,2161,25,347.331291069
人均居住面积,人均/居住面积,12,1034,12,789.02417795
非金属矿采选业,非金属矿采选/业,11,11,1044,781.466475096
皮革毛皮羽绒及其制品业,皮革毛皮/羽绒及其制品业,11,12,12,62321.9513889
相似系数,相似/系数,14,188,301,201.843394359
收帐款,收/帐款,11,309,13,2234.09534478
荷兰东印度,荷兰东/印度,16,16,505,1615.54653465
煤炭采选业,煤炭采选/业,11,11,1044,781.466475096
边干边学,边干/边学,17,17,17,47991.2352941
重本抑末,重/本抑末,35,871,38,862.734455254
笠祷,笠/祷,12,278,120,293.471582734
锰逯聘母,锰/逯聘母,14,57,26,7707.09446694
文教体育用品制造业,文教体育用品/制造业,17,17,1184,689.063344595
玫姆⒄梗,玫/姆⒄梗,13,296,47,762.367955722
事关,事/关,20,361,179,252.511180922
19世纪末,19世纪/末,54,218,616,328.07066901
十五届三中全会,十五/届三中全会,19,222,33,2115.91168441
有色金属矿采选业,有色金属矿采选/业,11,11,1044,781.466475096
按购买力平价计算,按/购买力平价计算,12,1782,16,343.371632997
受托责任,受托/责任,11,45,996,200.231169121
英国东印度,英国/东印度,13,749,36,393.34160362
制糖,制/糖,18,934,78,201.577417229
Ｒ环矫妫,Ｒ环/矫妫,11,11,42,19425.0238095
竹材采运业,竹材采运/业,12,12,1044,781.466475096
十一届三中全会召开,十一届三中全会/召开,13,176,232,259.748799961
勿庸置疑,勿庸置/疑,12,12,24,33993.7916667
非金属矿物制品业,非金属矿物制品/业,13,16,1044,634.941511015
澳游客,澳/游客,10,286,117,243.814177276
十五届四中全会精神,十五届四中全会/精神,14,72,793,200.047533978
笠迪,笠/迪,10,278,144,203.799710232
笠担,笠/担,32,278,429,218.906541899
笠岛,笠/岛,12,278,144,244.559652278
国外哲学社会科学文摘,国外/哲学社会科学文摘,10,1074,16,474.773626629
欠帐,欠/帐,10,176,199,232.940555048
大学毕业生,大学/毕业生,10,888,44,208.80707412
德意志意识形态,德意志/意识形态,12,18,424,1282.78459119
折股,折/股,10,80,480,212.461197917
内生变量,内/生变量,54,3846,55,208.272840732
收租,收/租,12,309,111,285.437243068
持怀疑态度,持怀疑/态度,10,12,379,1793.86763412
2010年远景目标纲要,2010年远景目标/纲要,10,23,65,5457.19732441
回波效应,回波/效应,10,10,1602,509.270287141
损益满计观,损益满计/观,16,17,383,2004.85578252
人民出版社1972年版,人民/出版社1972年版,20,2191,20,372.364673665
美欧,美/欧,51,868,213,225.051388979
与会代表,与会/代表,10,36,1122,201.983313527
灾泄,灾/泄,13,157,304,222.218886188
中央研究院近代史研究所集刊,中央研究院/近代史研究所集刊,18,64,19,12076.7417763
官督商办,官督商/办,14,14,511,1596.57729941
男形,男/形,23,354,265,200.02742778
见注释,见/注释,17,942,34,433.041932059
软预算约束,软预算/约束,27,33,1359,491.180614088
左半部右加,左/半部右加,13,157,13,5196.50318471
笠怠,笠/怠,11,212,184,230.064627769
犹太复国主义运动,犹太复国主义/运动,10,18,626,724.042421015
右半部lanlandelaoxu,右半部/lanlandelaoxu,12,13,1466,513.706160143
香港中文大学,香港/中文大学,11,1813,11,450.000551572
澳门统计暨普查司出版,澳门/统计暨普查司出版,10,3664,10,222.666757642
农户兼业化,农户兼业/化,11,13,2469,279.601239991
笠道投,笠道/投,11,19,319,1480.67332123
