复旦计算机,句子数量,464392,方法,mi,support,10,阈值,100
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
频繁1-项目序列,频繁/1-项目序列,13,141,14,3058.30597771
南开大学计算机,南开大学/计算机,10,14,3179,104.343683998
签名公钥解开,签名公钥/解开,11,21,17,14308.9971989
最大限度地,最/大限度地,36,4369,36,106.29251545
容错精简强故障保险,容错精简强/故障保险,11,21,36,6757.02645503
科技项目网上申报,科技/项目网上申报,11,176,13,2232.65384615
获工学博士学位,获工学/博士学位,15,31,55,4085.5601173
超混沌,超/混沌,20,224,304,136.393327068
工程学院沈阳110006,工程/学院沈阳110006,11,1108,19,242.652099563
LR型模糊数,LR型模糊/数,14,14,1710,271.574269006
千兆位以太网,千兆位/以太网,17,30,102,2579.95555556
COMPUTERAPPLICATIONS1999年第19卷第9期Vol.19No.91999,COMPUTERAPPLICATIONS1999年第19卷第9/期Vol.19No.91999,10,12,10,38699.3333333
北京航空航天大学自动,北京航空航天大学/自动,14,56,1135,102.288986784
体差,体/差,46,435,379,129.572874776
逐步求精定位法,逐步求精定位/法,11,11,1106,419.884267631
二维裁剪片,二维/裁剪片,20,320,62,468.137096774
二自由度,二/自由度,14,733,83,106.863820904
Fortran动态链接库,Fortran/动态链接库,28,84,87,1779.27969349
候选汉字矢量,候选汉字/矢量,11,16,338,944.584319527
计算机工程ComputerEngineering1999年第25卷第9期Vol.25No.91999,计算机工程ComputerEngineering1999年第25/卷第9期Vol.25No.91999,10,18,10,25799.5555556
InformationandControl1999年第28卷第1期Vol.28No.11999,InformationandControl1999年第28卷第1期/Vol.28No.11999,10,12,10,38699.3333333
差分方程,差分/方程,20,54,709,242.59102544
信任度,信任/度,16,131,542,104.648770457
真镇定,真/镇定,12,238,208,112.570782159
清华大学自动化系北京100084参考文献,清华大学自动化/系北京100084参考文献,14,15,27,16053.0567901
开环传递函数,开环传递/函数,13,13,3976,116.798792757
序贯路径无关性,序贯路径无关/性,10,10,2740,169.486131387
N步在线监控策略,N/步在线监控策略,14,1150,14,403.819130435
技术系南京210093,技术/系南京210093,17,4143,17,112.090755491
快速以太网,快速/以太网,10,430,102,105.880528956
自动化学报ACTAAUTOMATICASINICA1997年第23卷第1期Vol.23No.11997,自动化学报ACTAAUTOMATICASINICA1997年第23卷/第1期Vol.23No.11997,19,19,19,24441.6842105
死元素,死/元素,10,56,730,113.598825832
自动化学报ACTAAUTOMATICASINICA1998年第24卷第5期Vol.24No.51998,自动化学报ACTAAUTOMATICASINICA1998/年第24卷第5期Vol.24No.51998,20,46,20,10095.4782609
ComputerApplications1999年第19卷第8期Vol.19,ComputerApplications1999年第19卷第8/期Vol.19,13,13,13,35722.4615385
容错部分强故障保险,容错/部分强故障保险,16,222,17,1968.80551139
推得,推/得,18,53,1352,116.655353355
主同余类,主/同余类,18,467,20,894.973875803
近几年,近几/年,31,31,304,1527.60526316
频自同步,频自/同步,17,17,853,544.422039859
软件学报JOURNALOFSOFTWARE1999年第10卷第10期Vol.10No.101999,软件学报JOURNALOFSOFTWARE1999年第10/卷第10期Vol.10No.101999,11,37,11,12551.1351351
技术系北京100084,技术/系北京100084,48,4143,50,107.607125272
局部极小,局部/极小,51,711,212,157.126502667
COMPUTERAPPLICATIONS1999年第19卷第6期Vol.19No.61999,COMPUTERAPPLICATIONS1999年第19卷/第6期Vol.19No.61999,10,23,10,20190.9565217
南京大学计算机科学,南京大学计算机/科学,23,92,749,155.00400534
计算机工程COMPUTERENGINEERING1999年第25卷第8期Vol.25No.81999,计算机工程COMPUTERENGINEERING1999年第25/卷第8期Vol.25No.81999,10,32,10,14512.25
同态滤波,同/态滤波,31,918,31,505.873638344
自动化学报ACTAAUTOMATICASINICA1997年第23卷第4期Vol.23No.41997,自动化学报ACTAAUTOMATICASINICA1997年第23卷第4/期Vol.23No.41997,22,23,22,20190.9565217
递推最小二乘,递推/最小二乘,10,83,60,932.514056225
广义线性八元树,广义/线性八元树,21,394,27,916.735476593
可靠度,可靠/度,32,253,542,108.371453991
Client端,Client/端,13,78,767,100.910908301
多变量Popov判据,多/变量Popov判据,16,4540,16,102.288986784
自顶向下,自顶向/下,23,23,3853,120.527381261
自动化学报ACTAAUTOMATICASINICA1998年第24卷第1期Vol.24No.11998,自动化学报ACTAAUTOMATICASINICA1998年第24/卷第1期Vol.24No.11998,26,30,26,15479.7333333
软件学报JOURNALOFSOFTWARE1999年第10卷第7期No.7Vol.101999,软件/学报JOURNALOFSOFTWARE1999年第10卷第7期No.7Vol.101999,10,2806,10,165.499643621
自动化学报ACTAAUTOMATICASINICA1997年第23卷第5期Vol.23No.51997,自动化学报ACTAAUTOMATICASINICA1997年第23/卷第5期Vol.23No.51997,22,23,22,20190.9565217
CG国家重点实验室杭州310027,CG国家/重点实验室杭州310027,14,22,14,21108.7272727
自动化学报ACTAAUTOMATICASINICA1999年第25卷第1期vol.25No.11999,自动化学报ACTAAUTOMATICASINICA1999年第25卷/第1期vol.25No.11999,11,23,11,20190.9565217
自动化学报ACTAAUTOMATICASINICA1999年第25卷第6期Vol.25No.61999,自动化学报ACTAAUTOMATICASINICA1999年第25卷/第6期Vol.25No.61999,12,23,12,20190.9565217
自动化学报AGTAAUTOMATICASINICA1999年第25卷第2期Vol.25No.21999,自动化学报AGTAAUTOMATICASINICA1999年第25/卷第2期Vol.25No.21999,22,24,22,19349.6666667
插卡,插/卡,17,183,428,100.794954292
软件学报JOURNALOFSOFTWARE1999年第19卷第3期Vol.19No.31999,软件学报JOURNALOFSOFTWARE1999年第19卷/第3期Vol.19No.31999,12,13,12,35722.4615385
字首,字/首,12,401,123,112.983881759
北京航空航天大学出版社,北京航空航天大学/出版社,12,56,229,434.552713662
最坏情形H2性能指标,最/坏情形H2性能指标,14,4207,14,110.385547896
软件学报JOURNALOFSOFTWARE1999年第2期No.21999,软件学报JOURNALOFSOFTWARE1999年/第2期No.21999,10,20,10,23219.6
服装裁剪片二维,服装裁剪片二/维,18,18,1018,456.180746562
例化c′,例/化c′,10,720,10,644.988888889
缓存替换,缓存/替换,20,368,248,101.768934081
造型码,造型/码,18,193,425,101.90863761
软件学报JOURNALOFSOFTWARE1999年第4期第10卷,软件/学报JOURNALOFSOFTWARE1999年第4期第10卷,11,2806,11,165.499643621
1-入邻结,1-入邻/结,10,10,1256,369.738853503
自动化学报ACTAAUTOMATICASINICA1999年第25卷第5期Vol.25No.51999,自动化学报ACTAAUTOMATICASINICA1999年第25/卷第5期Vol.25No.51999,20,20,27,17199.7037037
被调用例程,被/调用例程,25,2709,42,102.039058517
预分割,预/分割,11,95,533,100.885000494
自动化专业,自动化/专业,14,375,145,119.567595402
ITSAPPLICATIONS1999年第18卷第2期,ITSAPPLICATIONS1999年第18卷第2/期,12,12,128,3628.0625
线性序约束关系,线性序约束/关系,36,56,2724,109.595342983
正交尺度函数,正交尺度/函数,12,14,3976,100.113250934
上海交通大学自动化系,上海交通大学自动化/系,17,34,739,314.202976996
软件学报JOURNALOFSOFTWARE1999年第10卷第5期Vol.10No.51999,软件/学报JOURNALOFSOFTWARE1999年第10卷第5期Vol.10No.51999,10,2806,10,165.499643621
北京航空航天大学第七研究室北京100083,北京航空航天/大学第七研究室北京100083,12,14,12,33170.8571429
ComputerApplications1999年第19卷第7期,ComputerApplications1999/年第19卷第7期,14,14,14,33170.8571429
COMPUTERAPPLICATIONS1999年第19卷第10期,COMPUTERAPPLICATIONS1999年第19卷/第10期,11,23,11,20190.9565217
位二进制,位/二进制,12,685,81,100.436226007
全球范围,全球/范围,11,80,638,100.084482759
发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36卷第10期Vol.36No.10,发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36卷/第10期Vol.36No.10,10,35,10,13268.3428571
人眼运动机制,人眼运动/机制,10,11,1213,348.041669789
敏捷虚拟企业,敏捷虚拟/企业,14,14,641,724.48049922
计算机工程COMPUTERENGINEERING1999年第25卷第12期,计算机/工程COMPUTERENGINEERING1999年第25卷第12期,14,3035,14,153.012191104
保护带尺寸,保护/带尺寸,20,374,20,1241.68983957
阶跃谱分析成像,阶跃谱分析/成像,15,27,86,2999.94832041
自动化学报ACTAAUTOMATICASINICA1998年第24卷第4期Vol.24No.41998,自动化学报ACTAAUTOMATICASINICA1998/年第24卷第4期Vol.24No.41998,25,46,25,10095.4782609
自动化学报ACTAAUTOMATICASINICA1997年第23卷第6期Vol.23No.61997,自动化学报ACTAAUTOMATICASINICA1997/年第23卷第6期Vol.23No.61997,24,24,24,19349.6666667
动态输出反馈镇定,动态/输出反馈镇定,27,1862,44,153.043941021
软件学报JOURNALOFSOFTWARE1999年第10卷第11期Vol.10No.111999,软件/学报JOURNALOFSOFTWARE1999年第10卷第11期Vol.10No.111999,11,2706,11,171.615668884
最优鲁棒解析余度,最优鲁棒解析余/度,13,13,494,940.064777328
Fortran语言,Fortran/语言,20,56,1651,100.456865969
条交线,条/交线,13,965,42,148.953762645
西安电子科技大学出版社,西安/电子科技大学出版社,12,96,12,4837.41666667
最小一般普化,最/小一般普化,13,4180,13,111.098564593
状态反馈镇定,状态/反馈镇定,19,3581,24,102.665084241
仿射线性函数,仿射线性/函数,11,11,3951,117.537838522
字左右,字/左右,11,389,129,101.797732209
软件学报JOURNALOFSOFTWARE1999年第6期第10卷Vol.10No.61999,软件/学报JOURNALOFSOFTWARE1999年第6期第10卷Vol.10No.61999,10,2706,10,171.615668884
线宽,线/宽,26,951,125,101.570490011
复旦大学计算机科学系上海200433,复旦大学/计算机科学系上海200433,12,65,12,7144.49230769
半年,半/年,12,196,273,104.147118188
自动化学报ACTAAUTOMATICASINICA1997年第23卷第3期vol.23No.31997,自动化学报ACTAAUTOMATICASINICA1997年第23卷第3期/vol.23No.31997,26,27,26,17199.7037037
最优调节器,最/优调节器,11,4180,11,111.098564593
计算机工程COMPUTERENGINEERING1999年第25卷第10期Vol.25No.101999,计算机/工程COMPUTERENGINEERING1999年第25卷第10期Vol.25No.101999,11,3009,11,154.334330342
可靠镇定,可靠/镇定,11,221,196,117.931295595
南京大学计算机软件新技术国家重点实验室南京210093,南京大学计算机软件新/技术国家重点实验室南京210093,47,56,47,8292.71428571
左右边界,左右/边界,14,118,535,102.985712023
调优,调/优,23,145,95,775.391361162
本文研究得到国家863高科技项目基金资助,本文/研究得到国家863高科技项目基金资助,17,2663,17,174.386781825
H2最优控制器,H2最优/控制器,13,16,1637,230.493891265
次优解,次优/解,16,32,1333,174.190547637
